report_date,incident,incident_narrative,incident_number,date_occured,time_occured,general_location,disposition
"september 20, 2018",drug violation, a student wasfound in possession of marijuana,18-001251,"september 20, 2018",2231,new south hall,case referred to studentconduct
"september 21, 2018",threats, a  gu affiliate reportedthat they were threatened,18-001256,"september 21, 2018",1000,leavey centerbookstore,case closed with arrestccn; 18-159580
"september 21, 2018",theft, a  student reported the theftof personal property,18-001259,"september 21, 2018",0900,hariri building,unfounded complainantlocated property
"september 22, 2018",destruction of property / assault," astudent reported that a unknownsubject vandalized universityproperty, and that another subjectthat was with this person thenassaulted them",18-001266,"september 22, 2018",0140,1400 block 37thstreet northwest,case pending investigation
"september 22, 2018",alcohol violation, a underagestudent was found in possession ofalcohol,18-001273,"september 22, 2018",1500,mccarthy hall,case referred to studentconduct
"september 22, 2018",drug violation, a student wasfound in possession of marijuana,18-001278,"september 22, 2018",2233,lxr,case referred to studentconduct
"september 28, 2018",sexual assault, a student repotedthat they were sexually assaulted,tix-361,"march 13, 2018",NA,village c east,case pending investigation
"september 29, 2018",theft, a  staff member reported thetheft of personal property,18-001313,"september 28, 2018",2000,1300 block 36thstreet northwest(tombs),case pending investigationhandled by mpd ccn; 18-164824
"september 1, 2019",theft, a student reported the theftof a bicycle,19-001114,"september 1, 2019",1900,mcshain loungebicycle rack,case pending investigation
"september 2, 2019",burglary, a student reported that anunknown suspect gained access totheir secured residence and stolepersonal property,19-001122,"august 18, 2019",1800,village a,case pending investigation
"september 3, 2019",burglary, a staff member reportedthat an unknown suspect gainedaccess to their secured office andstole electronic equipment,19-001127,"august 20, 2019",0900,lauinger library,case pending investigationhandled by mpd ccn:19-156294
"september 3, 2019",theft, a student reported the theftof a sofa,19-001132,"september 2, 2019",1900,alumni square,case pending investigation
"september 3, 2019",drug violation,  a student wasfound in possession of marijuana,19-001133,"september 3, 2019",2049,lxr,case referred to studentconduct
"september 4, 2019",theft, a student reported the theftof a cellular phone,19-001136,"september 4, 2019",1000,yates field house,case pending investigation
"september 4, 2019",drug violation,  a student wasfound in possession of marijuana,19-001137,"september 4, 2019",1112,village a,case referred to studentconduct
"september 4, 2019",theft, a employee reported the theftof a parking pass,19-001140,"august 30, 2019",1330,leavey centergarage,case pending investigation
"september 4, 2019",burglary, a staff member reportedthat an unknown suspect gainedaccess to their unsecured officeand stole a backpack,19-001142,"september 4, 2019",1600,car barn,case pending investigation
"september 4, 2019",fraud, a student reported that theywere the victim of a computer andtelephone scam,19-001143,"september 3, 2019",1700,darnall hall,case pending investigationhandled by mpd ccn:19-157284
"september 6, 2019",theft, a employee reported the theftof a radio,19-001152,"july 17, 2019",NA,village c west,case pending investigation
"september 6, 2019",sexual assault, a student reportedthat they were sexually assaulted,19-001154,"september 1, 2019",0100,village c west,case referred to studentconduct
"september 7, 2019",sexual assault, a student reportedthat they were sexually assaulted,19-001161,"august 27, 2019",1400,darnall hall,case referred to studentconduct
"september 7, 2019",threats, a student reported thatthey were verbally threatened,19-001162,"august 27, 2019",NA,darnall hall,case referred to studentconduct
"september 7, 2019",theft, a student reported the theftof a bicycle,19-001163,"september 7, 2019",1845,darnall hall,case pending investigation
"september 9, 2019",stalking, a staff member reportedthat they were being stalked by a ex-boyfriend,19-001171,"september 4, 2019",0900,hoya kids,case pending investigation
"september 9, 2019",theft, a student reported the theftof a bicycle,19-001172,"september 9, 2019",1137,lxr,case pending investigation
"september 9, 2019",theft, a student reported the theftof a wallet,19-001175,"september 9, 2019",1700,yates field house,case pending investigation
"september 9, 2019",stalking, a student reported thatthey were being stalked,tix-514,"september 9, 2019",NA,on campushousing,case pending investigation
"september 11, 2019",theft, a student reported the theftof a backpack,19-001194,"september 11, 2019",1048,hariri building,case pending investigation
"september 11, 2019",simple assault, a student reportedthat they were physically assaulted,19-001199,"september 5, 2019",1300,yates field house,case referred to studentconduct
"september 11, 2019",theft, a student reported the theftof a laptop computer,19-001200,"september 11, 2019",1420,kennedy hall(printer room),case pending investigation
"september 11, 2019",stalking, a student reported thatthey were being stalked,tix-517,"september 6, 2019",NA,on campus publicproperty,case pending investigation
"september 13, 2019",theft, a student reported the theftof a gocard,19-001217,"september 13, 2019",1300,o'donovan hall,case pending investigation
"september 14, 2019",destruction of property, a gupdofficer reported that someonevandalized a vending machinecausing damage,19-001229,"september 14, 2019",0927,new north,case pending investigation
"september 14, 2019",theft, a student reported the theftof a backpack,19-001235,"september 14, 2019",0215,tondorf and northroads,case pending investigation
"september 14, 2019",alcohol violation,  a underagestudent was found in possession ofa beer,19-001237,"september 14, 2019",2216,village a,case referred to studentconduct
"september 15, 2019",simple assault bias related, astudent reported that they werephysically assaulted,fi19-0001,"4 september 15, 2019",0013,"3600 block ""o""street northwest",case closed with arrest /case referred to studentconduct
"september 15, 2019",drug violation,  a student wasfound in possession of marijuana,19-001247,"september 15, 2019",1819,henle village,case referred to studentconduct
"september 15, 2019",theft, a student reported the theftof a bicycle,19-001249,"september 15, 2019",1800,village c patiobicycle rack,case pending investigation
"september 16, 2019",theft, a student reported the theftof a laptop computer,19-001253,"september 16, 2019",1823,lauinger library,case pending investigationhandled by mpd ccn:19-165358
"september 18, 2019",theft, a student reported the theftof a laptop computer,19-001264,"september 18, 2019",1900,lauinger library,case pending investigation
"september 19, 2019",simple assault, a gupd officerreported that they were physicallyassaulted,19-001272,"september 19, 2019",0805,healy hall,case closed with arrestccn: 19-166960
"september 20, 2019",fraud, a non affiliate reported thatthey were the victim of a ticket scam,19-001281,"september 14, 2019",1700,leavey center cu,case pending investigationhandled by mpd ccn:19-167949
"september 20, 2019",robbery force & violence, astudent reported that they werephysically assaulted and robbed,19-001283,"september 20, 2019",1700,nevils,case pending investigationhandled by mpd ccn:19-168050
"september 22, 2019",drug violation,  a student wasfound in possession of marijuana,19-001309,"september 22, 2019",2208,mcdonoughgymnasium,case referred to studentconduct
"september 23, 2019",burglary, a staff member reportedthat an unknown suspect gainedaccess to their secured office andstole a laptop,19-001310,"september 23, 2019",0830,1200 block 37thstreet northwest,case pending investigationhandled by mpd ccn:19-169686
"september 23, 2019",theft, a student reported the theftof a laptop computer,19-001312,"september 23, 2019",1140,healy familystudent center,case pending investigation
"september 23, 2019",burglary, a staff member reportedthat an unknown suspect gainedaccess to their secured office andstole a wallet,19-001315,"september 23, 2019",1330,medical & dentalbuilding,case pending investigationhandled by mpd ccn:19-169861
"september 23, 2019",theft, a student reported the theftof a pair of boots,19-001317,"september 19, 2019",2000,village a,case pending investigation
"september 24, 2019",drug violation,  a student wasfound in possession of marijuana,19-001324,"september 24, 2019",1629,lxr,case referred to studentconduct
"september 24, 2019",theft, a student reported the theftof a backpack,19-001327,"september 24, 2019",0800,o'donovan hall,unfounded complainantlocated property at hfsclost and found
"september 25, 2019",stalking, a non gu affiliate reportedthat they were being stalked by anex-boyfriend,19-001331,NA,NA,georgetownuniversity medstarhospital,case pending investigation
"september 25, 2019",stalking, a student reported thatthey were being stalked,tix-526,"september 25, 2019",NA,on campus,case pending investigation
